Neuronas,Inicialización,Normalización,Learning rate,Batch size,Accuracy,Error final,Tiempo (s)
16,normal,z-score,0.5,32,0.3684210526315789,0.3157894736842105,1.92
16,normal,z-score,0.5,64,0.3684210526315789,0.3157894736842105,1.28
16,xavier,z-score,0.01,8,0.3684210526315789,0.3157894736842105,5.95
16,xavier,z-score,0.01,16,0.3684210526315789,0.3157894736842105,3.36
16,xavier,z-score,0.01,32,0.3684210526315789,0.3157894736842105,1.92
16,xavier,z-score,0.01,64,0.3684210526315789,0.3157894736842105,1.3
16,xavier,z-score,0.1,8,0.3684210526315789,0.3157894736842105,5.94
16,xavier,z-score,0.1,16,0.3684210526315789,0.3157894736842105,3.42
16,xavier,z-score,0.1,32,0.3684210526315789,0.3157894736842105,2.0
16,xavier,z-score,0.1,64,0.3684210526315789,0.3157894736842105,1.29
16,xavier,z-score,0.5,8,0.3684210526315789,0.3157894736842105,5.88
16,xavier,z-score,0.5,16,0.3684210526315789,0.3157894736842105,3.36
16,xavier,z-score,0.5,32,0.3684210526315789,0.3157894736842105,2.06
16,xavier,z-score,0.5,64,0.3684210526315789,0.3157894736842105,1.28
4,normal,z-score,0.1,8,0.3684210526315789,0.3157894736842105,8.74
4,normal,z-score,0.1,16,0.3684210526315789,0.3157894736842105,4.25
4,normal,z-score,0.1,32,0.3684210526315789,0.3157894736842105,3.44
4,normal,z-score,0.1,64,0.3684210526315789,0.3157894736842105,1.71
4,normal,z-score,0.5,8,0.3684210526315789,0.3157894736842105,8.32
4,normal,z-score,0.5,16,0.3684210526315789,0.3157894736842105,5.13
4,normal,z-score,0.5,32,0.3684210526315789,0.3157894736842105,3.0
4,normal,z-score,0.5,64,0.3684210526315789,0.3157894736842105,1.53
4,xavier,z-score,0.01,8,0.3684210526315789,0.3157894736842105,7.18
4,xavier,z-score,0.01,16,0.3684210526315789,0.3157894736842105,3.83
4,xavier,z-score,0.01,32,0.3684210526315789,0.3157894736842105,2.14
4,xavier,z-score,0.01,64,0.3684210526315789,0.3157894736842105,1.37
4,xavier,z-score,0.1,8,0.3684210526315789,0.3157894736842105,7.67
4,xavier,z-score,0.1,16,0.3684210526315789,0.3157894736842105,4.42
4,xavier,z-score,0.1,32,0.3684210526315789,0.3157894736842105,2.93
4,xavier,z-score,0.1,64,0.3684210526315789,0.3157894736842105,1.6
4,xavier,z-score,0.5,8,0.3684210526315789,0.3157894736842105,8.17
4,xavier,z-score,0.5,16,0.3684210526315789,0.3157894736842105,4.96
4,xavier,z-score,0.5,32,0.3684210526315789,0.3157894736842105,2.4
4,xavier,z-score,0.5,64,0.3684210526315789,0.3157894736842105,1.59
32,normal,none,0.5,64,0.3684210526315789,0.3157894736842105,3.18
32,normal,z-score,0.01,8,0.3684210526315789,0.3157894736842105,8.45
